DOUBLES (AABC) — HIT LOG (DATE SORTED) — QUALIFIED FAMILIES ONLY
Each row is one AABC hit in a stream. Member is boxkey4 (sorted digits). fixed_rank is 1–78 family stream rank.
Streams used: 76 (excluded: Maryland | Pick 4 Evening, Maryland | Pick 4 Midday) | Qualified families: 56
--------------------------------------------------------------------------------------------------------------------------------------------
DATE       FAM MEM  STREAM                                   FIX 60H 60/WK  90H 90/WK  180H 180/WK 
2025-07-12 258 2558 Missouri - Pick 4 Evening                 61 020   2.33 032   2.49  052    2.02
2025-07-12 345 3345 Kentucky - Pick 4 Midday                  20 019   2.22 028   2.18  051    1.98
2025-07-12 489 4489 Pennsylvania - Pick 4 Evening             71 019   2.22 029   2.26  054    2.10
2025-07-12 567 5567 Puerto Rico - Pega 4 Día                  34 019   2.22 028   2.18  043    1.67
2025-07-12 579 5579 Massachusetts - Numbers Game Evening      44 018   2.10 026   2.02  039    1.52
2025-07-12 589 5899 South Carolina - Pick 4 Midday            29 014   1.63 026   2.02  054    2.10
2025-07-12 679 6779 Missouri - Pick 4 Midday                  30 017   1.98 031   2.41  046    1.79
2025-07-13 019 0199 Rhode Island - Numbers Game Evening       NA 018   2.10 023   1.79  054    2.10
2025-07-13 023 0223 South Carolina - Pick 4 Evening           NA 013   1.52 023   1.79  052    2.02
2025-07-13 024 0224 New York - Win 4 Evening                  NA 015   1.75 024   1.87  052    2.02
2025-07-13 029 0299 Massachusetts - Numbers Game Midday       NA 019   2.22 030   2.33  053    2.06
2025-07-13 038 0388 Massachusetts - Numbers Game Evening      NA 021   2.45 030   2.33  058    2.26
2025-07-13 068 0688 Québec - Quotidienne 4                    NA 023   2.68 037   2.88  057    2.22
2025-07-13 129 1299 North Carolina - Pick 4 Evening           36 025   2.92 029   2.26  045    1.75
2025-07-13 145 1145 Virginia - Pick 4 Night                   73 014   1.63 026   2.02  049    1.91
2025-07-13 168 1168 California - Daily 4                      13 018   2.10 024   1.87  042    1.63
2025-07-13 169 1169 North Carolina - Pick 4 Daytime           31 018   2.10 031   2.41  056    2.18
2025-07-13 236 2236 Georgia - Cash 4 Night                    15 018   2.10 029   2.26  047    1.83
2025-07-13 236 2366 Illinois - Pick 4 Midday                  08 018   2.10 029   2.26  047    1.83
2025-07-13 278 2778 Missouri - Pick 4 Evening                 09 028   3.27 037   2.88  057    2.22
2025-07-13 279 2799 Delaware - Play 4 Night                   39 020   2.33 025   1.94  043    1.67
2025-07-13 567 5677 Delaware - Play 4 Day                     48 019   2.22 028   2.18  043    1.67
2025-07-14 012 0112 Iowa - Pick 4 Evening                     NA 023   2.68 030   2.33  049    1.91
2025-07-14 025 0025 Puerto Rico - Pega 4 Noche                NA 019   2.22 025   1.94  049    1.91
2025-07-14 029 0299 Ohio - Pick 4 Evening                     NA 019   2.22 030   2.33  053    2.06
2025-07-14 145 1445 Texas - Daily 4 Morning                   42 014   1.63 026   2.02  049    1.91
2025-07-14 238 2388 Wisconsin - Pick 4 Evening                39 019   2.22 030   2.33  047    1.83
2025-07-14 245 2245 Tennessee - Cash 4 Evening                21 013   1.52 031   2.41  052    2.02
2025-07-14 258 2588 New York - Win 4 Midday                   67 020   2.33 032   2.49  052    2.02
2025-07-14 379 3779 Georgia - Cash 4 Night                    34 019   2.22 031   2.41  053    2.06
2025-07-14 456 4566 Oregon - Pick 4 1pm                       11 022   2.57 030   2.33  052    2.02
2025-07-14 457 4577 Florida - Pick 4 Evening                  59 024   2.80 035   2.72  054    2.10
2025-07-14 459 4559 New Mexico - Pick 4 Evening               42 017   1.98 024   1.87  056    2.18
2025-07-14 459 4599 Québec - Quotidienne 4                    27 017   1.98 024   1.87  056    2.18
2025-07-14 689 6689 New Mexico - Pick 4 Day                   24 024   2.80 034   2.64  055    2.14
2025-07-15 018 0118 Virginia - Pick 4 Night                   NA 023   2.68 034   2.64  061    2.37
2025-07-15 025 0255 Mississippi - Cash 4 Midday               NA 019   2.22 025   1.94  049    1.91
2025-07-15 027 0227 Massachusetts - Numbers Game Evening      NA 020   2.33 029   2.26  051    1.98
2025-07-15 048 0448 New Mexico - Pick 4 Day                   NA 021   2.45 031   2.41  059    2.29
2025-07-15 048 0448 Ohio - Pick 4 Midday                      NA 021   2.45 031   2.41  059    2.29
2025-07-15 059 0599 North Carolina - Pick 4 Evening           NA 019   2.22 031   2.41  047    1.83
2025-07-15 146 1466 Puerto Rico - Pega 4 Día                  42 018   2.10 025   1.94  055    2.14
2025-07-15 146 1146 Washington, D.C. - DC-4 11:30pm           76 018   2.10 025   1.94  055    2.14
2025-07-15 245 2245 Georgia - Cash 4 Midday                   22 013   1.52 031   2.41  052    2.02
2025-07-15 245 2445 Oregon - Pick 4 10pm                      13 013   1.52 031   2.41  052    2.02
2025-07-15 249 2449 North Carolina - Pick 4 Daytime           69 021   2.45 033   2.57  060    2.33
2025-07-15 258 2258 Rhode Island - Numbers Game Midday        42 020   2.33 032   2.49  052    2.02
2025-07-15 589 5889 Québec - Quotidienne 4                    12 014   1.63 026   2.02  054    2.10
2025-07-16 017 0177 Western Canada - Pick 4                   NA 018   2.10 027   2.10  046    1.79
2025-07-16 019 0199 Wisconsin - Pick 4 Midday                 NA 018   2.10 023   1.79  054    2.10
2025-07-16 024 0244 Massachusetts - Numbers Game Evening      NA 015   1.75 024   1.87  052    2.02
2025-07-16 024 0224 Ohio - Pick 4 Evening                     NA 015   1.75 024   1.87  052    2.02
2025-07-16 024 0024 Puerto Rico - Pega 4 Noche                NA 015   1.75 024   1.87  052    2.02
2025-07-16 025 0255 Ontario - Pick 4 Evening                  NA 019   2.22 025   1.94  049    1.91
2025-07-16 029 0029 Missouri - Pick 4 Midday                  NA 019   2.22 030   2.33  053    2.06
2025-07-16 129 1229 New Mexico - Pick 4 Day                   60 025   2.92 029   2.26  045    1.75
2025-07-16 146 1146 Iowa - Pick 4 Evening                     53 018   2.10 025   1.94  055    2.14
2025-07-16 146 1146 Texas - Daily 4 Night                     09 018   2.10 025   1.94  055    2.14
2025-07-16 167 1167 Texas - Daily 4 Morning                   22 020   2.33 029   2.26  053    2.06
2025-07-16 236 2236 Ontario - Pick 4 Midday                   02 018   2.10 029   2.26  047    1.83
2025-07-16 238 2238 Washington, D.C. - DC-4 11:30pm           72 019   2.22 030   2.33  047    1.83
2025-07-16 279 2799 Rhode Island - Numbers Game Midday        09 020   2.33 025   1.94  043    1.67
2025-07-16 345 3345 South Carolina - Pick 4 Midday            05 019   2.22 028   2.18  051    1.98
2025-07-16 357 3357 Oregon - Pick 4 7pm                       13 020   2.33 030   2.33  059    2.29
2025-07-16 379 3799 Puerto Rico - Pega 4 Día                  65 019   2.22 031   2.41  053    2.06
2025-07-16 389 3899 Iowa - Pick 4 Midday                      09 019   2.22 031   2.41  057    2.22
2025-07-17 016 0166 Atlantic Canada - Lotto 4                 NA 025   2.92 031   2.41  055    2.14
2025-07-17 019 0199 Delaware - Play 4 Night                   NA 018   2.10 023   1.79  054    2.10
2025-07-17 019 0119 Illinois - Pick 4 Evening                 NA 018   2.10 023   1.79  054    2.10
2025-07-17 029 0299 Kentucky - Pick 4 Evening                 NA 019   2.22 030   2.33  053    2.06
2025-07-17 056 0056 Texas - Daily 4 Night                     NA 016   1.87 024   1.87  052    2.02
2025-07-17 059 0599 Georgia - Cash 4 Evening                  NA 019   2.22 031   2.41  047    1.83
2025-07-17 068 0068 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 023   2.68 037   2.88  057    2.22
2025-07-17 236 2236 New Mexico - Pick 4 Evening               58 018   2.10 029   2.26  047    1.83
2025-07-17 239 2339 Tri-State (ME, NH & VT) - Pick 4 Day      32 014   1.63 023   1.79  052    2.02
2025-07-17 279 2799 North Carolina - Pick 4 Evening           20 020   2.33 025   1.94  043    1.67
2025-07-17 279 2799 Oregon - Pick 4 4pm                       09 020   2.33 025   1.94  043    1.67
2025-07-17 348 3448 Mississippi - Cash 4 Evening              09 015   1.75 026   2.02  038    1.48
2025-07-17 378 3378 Missouri - Pick 4 Midday                  02 020   2.33 027   2.10  060    2.33
2025-07-17 379 3779 Ohio - Pick 4 Evening                     02 019   2.22 031   2.41  053    2.06
2025-07-17 457 4577 Québec - Quotidienne 4                    78 024   2.80 035   2.72  054    2.10
2025-07-17 567 5667 Connecticut - Play 4 Day                  42 019   2.22 028   2.18  043    1.67
2025-07-18 019 0019 Virginia - Pick 4 Night                   NA 018   2.10 023   1.79  054    2.10
2025-07-18 023 0223 Georgia - Cash 4 Evening                  NA 013   1.52 023   1.79  052    2.02
2025-07-18 056 0556 North Carolina - Pick 4 Daytime           NA 016   1.87 024   1.87  052    2.02
2025-07-18 059 0559 Idaho - Pick 4 Night                      NA 019   2.22 031   2.41  047    1.83
2025-07-18 068 0068 Puerto Rico - Pega 4 Día                  NA 023   2.68 037   2.88  057    2.22
2025-07-18 179 1179 Missouri - Pick 4 Midday                  02 016   1.87 025   1.94  053    2.06
2025-07-18 239 2399 Wisconsin - Pick 4 Evening                50 014   1.63 023   1.79  052    2.02
2025-07-18 345 3455 Iowa - Pick 4 Evening                     27 019   2.22 028   2.18  051    1.98
2025-07-18 357 3577 Delaware - Play 4 Day                     49 020   2.33 030   2.33  059    2.29
2025-07-18 357 3557 West Virginia - Daily 4                   03 020   2.33 030   2.33  059    2.29
2025-07-18 378 3788 Virginia - Pick 4 Day                     47 020   2.33 027   2.10  060    2.33
2025-07-18 389 3899 Idaho - Pick 4 Day                        04 019   2.22 031   2.41  057    2.22
2025-07-18 456 4556 Québec - Quotidienne 4                    57 022   2.57 030   2.33  052    2.02
2025-07-18 459 4599 Ohio - Pick 4 Midday                      03 017   1.98 024   1.87  056    2.18
2025-07-18 459 4459 Texas - Daily 4 Night                     29 017   1.98 024   1.87  056    2.18
2025-07-18 579 5779 Delaware - Play 4 Night                   37 018   2.10 026   2.02  039    1.52
2025-07-18 579 5779 Georgia - Cash 4 Night                    28 018   2.10 026   2.02  039    1.52
2025-07-19 024 0244 Wisconsin - Pick 4 Midday                 NA 015   1.75 024   1.87  052    2.02
2025-07-19 048 0448 New York - Win 4 Evening                  NA 021   2.45 031   2.41  059    2.29
2025-07-19 145 1455 Iowa - Pick 4 Evening                     57 014   1.63 026   2.02  049    1.91
2025-07-19 239 2339 Texas - Daily 4 Day                       14 014   1.63 023   1.79  052    2.02
2025-07-19 249 2499 Michigan - Daily 4 Midday                 37 021   2.45 033   2.57  060    2.33
2025-07-19 249 2449 Mississippi - Cash 4 Midday               04 021   2.45 033   2.57  060    2.33
2025-07-19 257 2257 Washington, D.C. - DC-4 1:50pm            21 012   1.40 021   1.63  052    2.02
2025-07-19 279 2779 Wisconsin - Pick 4 Evening                56 020   2.33 025   1.94  043    1.67
2025-07-19 359 3559 Virginia - Pick 4 Night                   60 027   3.15 036   2.80  059    2.29
2025-07-19 457 4457 Illinois - Pick 4 Evening                 01 024   2.80 035   2.72  054    2.10
2025-07-19 589 5899 New Mexico - Pick 4 Day                   41 014   1.63 026   2.02  054    2.10
2025-07-19 689 6899 Arkansas - Cash 4 Evening                 56 024   2.80 034   2.64  055    2.14
2025-07-20 012 0012 Virginia - Pick 4 Night                   NA 023   2.68 030   2.33  049    1.91
2025-07-20 016 0116 Oregon - Pick 4 4pm                       NA 025   2.92 031   2.41  055    2.14
2025-07-20 024 0244 Oregon - Pick 4 10pm                      NA 015   1.75 024   1.87  052    2.02
2025-07-20 025 0025 Connecticut - Play 4 Day                  NA 019   2.22 025   1.94  049    1.91
2025-07-20 048 0488 Massachusetts - Numbers Game Midday       NA 021   2.45 031   2.41  059    2.29
2025-07-20 257 2577 Idaho - Pick 4 Night                      42 012   1.40 021   1.63  052    2.02
2025-07-20 348 3348 Delaware - Play 4 Day                     49 015   1.75 026   2.02  038    1.48
2025-07-20 379 3799 Idaho - Pick 4 Day                        18 019   2.22 031   2.41  053    2.06
2025-07-20 567 5677 Ontario - Pick 4 Midday                   44 019   2.22 028   2.18  043    1.67
2025-07-20 579 5779 Ohio - Pick 4 Midday                      12 018   2.10 026   2.02  039    1.52
2025-07-20 589 5899 Mississippi - Cash 4 Midday               67 014   1.63 026   2.02  054    2.10
2025-07-21 056 0056 Missouri - Pick 4 Evening                 NA 016   1.87 024   1.87  052    2.02
2025-07-21 059 0599 Iowa - Pick 4 Evening                     NA 019   2.22 031   2.41  047    1.83
2025-07-21 068 0668 Tennessee - Cash 4 Morning                NA 023   2.68 037   2.88  057    2.22
2025-07-21 068 0068 Texas - Daily 4 Morning                   NA 023   2.68 037   2.88  057    2.22
2025-07-21 135 1335 Delaware - Play 4 Day                     54 023   2.68 030   2.33  051    1.98
2025-07-21 146 1466 Arkansas - Cash 4 Midday                  03 018   2.10 025   1.94  055    2.14
2025-07-21 146 1466 New Jersey - Pick 4 Evening               04 018   2.10 025   1.94  055    2.14
2025-07-21 169 1669 Puerto Rico - Pega 4 Noche                75 018   2.10 031   2.41  056    2.18
2025-07-21 249 2449 California - Daily 4                      69 021   2.45 033   2.57  060    2.33
2025-07-21 258 2258 Massachusetts - Numbers Game Evening      11 020   2.33 032   2.49  052    2.02
2025-07-21 357 3577 Illinois - Pick 4 Evening                 41 020   2.33 030   2.33  059    2.29
2025-07-21 357 3577 Indiana - Daily 4 Midday                  24 020   2.33 030   2.33  059    2.29
2025-07-21 679 6779 Idaho - Pick 4 Night                      68 017   1.98 031   2.41  046    1.79
2025-07-22 016 0166 Kentucky - Pick 4 Midday                  NA 025   2.92 031   2.41  055    2.14
2025-07-22 025 0025 Tennessee - Cash 4 Morning                NA 019   2.22 025   1.94  049    1.91
2025-07-22 145 1455 Idaho - Pick 4 Day                        25 014   1.63 026   2.02  049    1.91
2025-07-22 146 1446 Delaware - Play 4 Day                     43 018   2.10 025   1.94  055    2.14
2025-07-22 146 1446 Florida - Pick 4 Midday                   35 018   2.10 025   1.94  055    2.14
2025-07-22 179 1179 Massachusetts - Numbers Game Midday       11 016   1.87 025   1.94  053    2.06
2025-07-22 179 1779 Oregon - Pick 4 7pm                       06 016   1.87 025   1.94  053    2.06
2025-07-22 378 3788 Virginia - Pick 4 Day                     47 020   2.33 027   2.10  060    2.33
2025-07-22 589 5899 Louisiana - Pick 4                        14 014   1.63 026   2.02  054    2.10
2025-07-22 789 7899 Georgia - Cash 4 Midday                   25 021   2.45 031   2.41  061    2.37
2025-07-23 019 0119 Washington, D.C. - DC-4 7:50pm            NA 018   2.10 023   1.79  054    2.10
2025-07-23 027 0277 New Jersey - Pick 4 Midday                NA 020   2.33 029   2.26  051    1.98
2025-07-23 029 0029 Michigan - Daily 4 Midday                 NA 019   2.22 030   2.33  053    2.06
2025-07-23 029 0299 Texas - Daily 4 Night                     NA 019   2.22 030   2.33  053    2.06
2025-07-23 048 0048 New York - Win 4 Evening                  NA 021   2.45 031   2.41  059    2.29
2025-07-23 056 0056 New Mexico - Pick 4 Day                   NA 016   1.87 024   1.87  052    2.02
2025-07-23 135 1335 New Jersey - Pick 4 Evening               38 023   2.68 030   2.33  051    1.98
2025-07-23 168 1168 Tri-State (ME, NH & VT) - Pick 4 Day      06 018   2.10 024   1.87  042    1.63
2025-07-23 169 1699 Pennsylvania - Pick 4 Day                 15 018   2.10 031   2.41  056    2.18
2025-07-23 169 1699 Texas - Daily 4 Morning                   06 018   2.10 031   2.41  056    2.18
2025-07-23 246 2466 West Virginia - Daily 4                   69 021   2.45 027   2.10  050    1.94
2025-07-23 258 2588 Idaho - Pick 4 Day                        27 020   2.33 032   2.49  052    2.02
2025-07-23 258 2558 Tennessee - Cash 4 Morning                16 020   2.33 032   2.49  052    2.02
2025-07-23 357 3357 Puerto Rico - Pega 4 Día                  05 020   2.33 030   2.33  059    2.29
2025-07-23 378 3788 New Mexico - Pick 4 Evening               12 020   2.33 027   2.10  060    2.33
2025-07-23 457 4577 Delaware - Play 4 Day                     51 024   2.80 035   2.72  054    2.10
2025-07-23 679 6679 Indiana - Daily 4 Evening                 39 017   1.98 031   2.41  046    1.79
2025-07-24 012 0122 Georgia - Cash 4 Midday                   NA 023   2.68 030   2.33  049    1.91
2025-07-24 013 0013 Michigan - Daily 4 Midday                 NA 019   2.22 026   2.02  050    1.94
2025-07-24 016 0116 Kentucky - Pick 4 Midday                  NA 025   2.92 031   2.41  055    2.14
2025-07-24 016 0166 Pennsylvania - Pick 4 Day                 NA 025   2.92 031   2.41  055    2.14
2025-07-24 038 0038 Atlantic Canada - Lotto 4                 NA 021   2.45 030   2.33  058    2.26
